gene_id	gene_name	gene_type	gene_description	gene_version	seqnames	start	end	width	strand
ENSMUSG00000063409	Lrrc43	protein_coding	leucine rich repeat containing 43	12	chr5	123489305	123508205	18901	+
ENSMUSG00000086753	Gm15751	lncRNA	predicted gene 15751	1	chr5	123508395	123514011	5617	+
ENSMUSG00000029433	Diablo	protein_coding	diablo, IAP-binding mitochondrial protein	16	chr5	123509765	123524176	14412	-
ENSMUSG00000029431	B3gnt4	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	5	chr5	123510460	123511882	1423	+
ENSMUSG00000114278	Gm49027	protein_coding	predicted gene, 49027	2	chr5	123512082	123525488	13407	-
ENSMUSG00000029434	Vps33a	protein_coding	VPS33A CORVET/HOPS core subunit	12	chr5	123528659	123573038	44380	-
ENSMUSG00000049550	Clip1	protein_coding	CAP-GLY domain containing linker protein 1	17	chr5	123577795	123684618	106824	-
ENSMUSG00000029427	Zcchc8	protein_coding	zinc finger, CCHC domain containing 8	11	chr5	123698294	123721100	22807	-
ENSMUSG00000029422	Rsrc2	protein_coding	arginine/serine-rich coiled-coil 2	15	chr5	123728426	123749414	20989	-
ENSMUSG00000029414	Kntc1	protein_coding	kinetochore associated 1	11	chr5	123749716	123821593	71878	+
ENSMUSG00000045502	Hcar2	protein_coding	hydroxycarboxylic acid receptor 2	6	chr5	123863570	123865499	1930	-
ENSMUSG00000049241	Hcar1	protein_coding	hydrocarboxylic acid receptor 1	5	chr5	123876736	123880020	3285	-
ENSMUSG00000023106	Denr	protein_coding	density-regulated protein	15	chr5	123907175	123928835	21661	+
ENSMUSG00000061882	Ccdc62	protein_coding	coiled-coil domain containing 62	12	chr5	123930679	123969895	39217	+
ENSMUSG00000000915	Hip1r	protein_coding	huntingtin interacting protein 1 related	15	chr5	123973628	124005558	31931	+
ENSMUSG00000066278	Vps37b	protein_coding	vacuolar protein sorting 37B	6	chr5	124004641	124032270	27630	-
ENSMUSG00000106261	Gm34086	lncRNA	predicted gene, 34086	1	chr5	124032361	124076299	43939	+
ENSMUSG00000104818	Gm43661	lncRNA	predicted gene 43661	1	chr5	124035201	124052352	17152	-
ENSMUSG00000029408	Abcb9	protein_coding	ATP-binding cassette, sub-family B (MDR/TAP), member 9	13	chr5	124061530	124095798	34269	-
ENSMUSG00000085433	Gm16001	lncRNA	predicted gene 16001	2	chr5	124111109	124112264	1156	-
ENSMUSG00000023707	Ogfod2	protein_coding	2-oxoglutarate and iron-dependent oxygenase domain containing 2	13	chr5	124112297	124115483	3187	+
ENSMUSG00000029404	Arl6ip4	protein_coding	ADP-ribosylation factor-like 6 interacting protein 4	15	chr5	124116089	124118196	2108	+
ENSMUSG00000029406	Pitpnm2	protein_coding	phosphatidylinositol transfer protein, membrane-associated 2	15	chr5	124118690	124249760	131071	-
ENSMUSG00000089842	Pitpnm2os2	lncRNA	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2	2	chr5	124194907	124200346	5440	+
ENSMUSG00000090220	Pitpnm2os1	lncRNA	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 1	1	chr5	124229725	124237137	7413	+
ENSMUSG00000105759	Gm42425	lncRNA	predicted gene 42425	1	chr5	124237724	124238435	712	+
ENSMUSG00000038126	Mphosph9	protein_coding	M-phase phosphoprotein 9	17	chr5	124250959	124327972	77014	-
ENSMUSG00000047635	2810006K23Rik	protein_coding	RIKEN cDNA 2810006K23 gene	6	chr5	124328089	124341844	13756	+
ENSMUSG00000029394	Cdk2ap1	protein_coding	CDK2 (cyclin-dependent kinase 2)-associated protein 1	11	chr5	124345417	124363082	17666	-
ENSMUSG00000038095	Sbno1	protein_coding	strawberry notch 1	15	chr5	124368702	124426001	57300	-
ENSMUSG00000049327	Kmt5a	protein_coding	lysine methyltransferase 5A	17	chr5	124439930	124462308	22379	+
ENSMUSG00000029401	Rilpl2	protein_coding	Rab interacting lysosomal protein-like 2	8	chr5	124463265	124478366	15102	-
ENSMUSG00000029402	Snrnp35	protein_coding	small nuclear ribonucleoprotein 35 (U11/U12)	8	chr5	124483134	124491124	7991	+
ENSMUSG00000029392	Rilpl1	protein_coding	Rab interacting lysosomal protein-like 1	12	chr5	124493080	124531391	38312	-
ENSMUSG00000029390	Tmed2	protein_coding	transmembrane p24 trafficking protein 2	13	chr5	124540695	124550506	9812	+
ENSMUSG00000029389	Ddx55	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55	17	chr5	124552864	124569660	16797	+
ENSMUSG00000029388	Eif2b1	protein_coding	eukaryotic translation initiation factor 2B, subunit 1 (alpha)	14	chr5	124570213	124579131	8919	-
ENSMUSG00000029387	Gtf2h3	protein_coding	general transcription factor IIH, polypeptide 3	10	chr5	124579140	124597680	18541	+
ENSMUSG00000029386	Tctn2	protein_coding	tectonic family member 2	15	chr5	124598749	124627738	28990	+
ENSMUSG00000038023	Atp6v0a2	protein_coding	ATPase, H+ transporting, lysosomal V0 subunit A2	12	chr5	124628576	124724455	95880	+
ENSMUSG00000106082	4930404A12Rik	lncRNA	RIKEN cDNA 4930404A12 gene	4	chr5	124721997	124725079	3083	-
ENSMUSG00000038011	Dnah10	protein_coding	dynein, axonemal, heavy chain 10	15	chr5	124725085	124834308	109224	+
ENSMUSG00000105583	Gm43777	lncRNA	predicted gene 43777	1	chr5	124817801	124818312	512	-
ENSMUSG00000037979	Ccdc92	protein_coding	coiled-coil domain containing 92	13	chr5	124834418	124862424	28007	-
ENSMUSG00000079215	Zfp664	protein_coding	zinc finger protein 664	8	chr5	124862691	124902693	40003	+
ENSMUSG00000037962	Rflna	protein_coding	refilin A	7	chr5	125003221	125012547	9327	+
ENSMUSG00000029478	Ncor2	protein_coding	nuclear receptor co-repressor 2	16	chr5	125017153	125179219	162067	-
ENSMUSG00000105604	Gm42838	lncRNA	predicted gene 42838	1	chr5	125057841	125058370	530	+
ENSMUSG00000106663	Gm42839	lncRNA	predicted gene 42839	1	chr5	125086841	125090359	3519	+
ENSMUSG00000105039	Gm32585	lncRNA	predicted gene, 32585	1	chr5	125238314	125272815	34502	-
ENSMUSG00000037936	Scarb1	protein_coding	scavenger receptor class B, member 1	15	chr5	125277087	125341094	64008	-
ENSMUSG00000104932	Gm40323	lncRNA	predicted gene, 40323	1	chr5	125361175	125370760	9586	+
ENSMUSG00000008348	Ubc	protein_coding	ubiquitin C	9	chr5	125385965	125390202	4238	-
ENSMUSG00000072612	Gm10382	lncRNA	predicted gene 10382	3	chr5	125389322	125390555	1234	+
ENSMUSG00000029480	Dhx37	protein_coding	DEAH (Asp-Glu-Ala-His) box polypeptide 37	13	chr5	125413858	125434121	20264	-
ENSMUSG00000037905	Bri3bp	protein_coding	Bri3 binding protein	13	chr5	125441568	125460370	18803	+
ENSMUSG00000029482	Aacs	protein_coding	acetoacetyl-CoA synthetase	4	chr5	125475814	125517410	41597	+
ENSMUSG00000070498	Tmem132b	protein_coding	transmembrane protein 132B	3	chr5	125531774	125792583	260810	+
ENSMUSG00000105274	1700048F04Rik	lncRNA	RIKEN cDNA 1700048F04 gene	1	chr5	125928770	125952630	23861	+
ENSMUSG00000106378	Gm42945	lncRNA	predicted gene 42945	1	chr5	125958409	125965845	7437	-
ENSMUSG00000105593	Gm42952	lncRNA	predicted gene 42952	4	chr5	125963530	125988428	24899	+
ENSMUSG00000104825	Gm40330	lncRNA	predicted gene, 40330	1	chr5	126503850	126504975	1126	-
ENSMUSG00000105673	1700081B01Rik	lncRNA	RIKEN cDNA 1700081B01 gene	1	chr5	126706914	126736252	29339	+
ENSMUSG00000106235	Gm33347	lncRNA	predicted gene, 33347	1	chr5	126724326	126727284	2959	-
ENSMUSG00000105316	Gm42953	lncRNA	predicted gene 42953	1	chr5	126797255	126815482	18228	-
ENSMUSG00000106644	Gm40331	lncRNA	predicted gene, 40331	1	chr5	126852757	126885316	32560	+
ENSMUSG00000105490	4933438B17Rik	lncRNA	RIKEN cDNA 4933438B17 gene	1	chr5	127027377	127088529	61153	+
ENSMUSG00000105575	Gm43475	lncRNA	predicted gene 43475	1	chr5	127108069	127108856	788	+
ENSMUSG00000105308	4930572K03Rik	lncRNA	RIKEN cDNA 4930572K03 gene	4	chr5	127170560	127184356	13797	+
ENSMUSG00000104778	Gm43476	lncRNA	predicted gene 43476	1	chr5	127200693	127201097	405	-
ENSMUSG00000034324	Tmem132c	protein_coding	transmembrane protein 132C	16	chr5	127241808	127565793	323986	+
ENSMUSG00000087104	Tmem132cos	lncRNA	transmembrane protein 132C, opposite strand	7	chr5	127256858	127281634	24777	-
ENSMUSG00000106015	Gm42980	lncRNA	predicted gene 42980	1	chr5	127578750	127580109	1360	+
ENSMUSG00000029416	Slc15a4	protein_coding	solute carrier family 15, member 4	17	chr5	127595664	127632897	37234	-
ENSMUSG00000049971	Glt1d1	protein_coding	glycosyltransferase 1 domain containing 1	17	chr5	127632262	127709374	77113	+
ENSMUSG00000034310	Tmem132d	protein_coding	transmembrane protein 132D	8	chr5	127781630	128433077	651448	-
ENSMUSG00000105857	Gm42817	lncRNA	predicted gene 42817	1	chr5	128336777	128342778	6002	+
ENSMUSG00000106275	Gm42495	lncRNA	predicted gene 42495	1	chr5	128444416	128447731	3316	+
ENSMUSG00000104727	Gm42500	lncRNA	predicted gene 42500	1	chr5	128448904	128449782	879	+
ENSMUSG00000104980	4930573I07Rik	lncRNA	RIKEN cDNA 4930573I07 gene	1	chr5	128516115	128517634	1520	-
ENSMUSG00000072591	Fzd10os	lncRNA	frizzled class receptor 10, opposite strand	10	chr5	128579106	128600693	21588	-
ENSMUSG00000081683	Fzd10	protein_coding	frizzled class receptor 10	5	chr5	128600844	128604093	3250	+
ENSMUSG00000029423	Piwil1	protein_coding	piwi-like RNA-mediated gene silencing 1	10	chr5	128702524	128755474	52951	+
ENSMUSG00000029420	Rimbp2	protein_coding	RIMS binding protein 2	14	chr5	128757791	128953486	195696	-
ENSMUSG00000105271	Gm42875	lncRNA	predicted gene 42875	1	chr5	128769524	128777837	8314	+
ENSMUSG00000106522	Gm42871	lncRNA	predicted gene 42871	1	chr5	128774525	128775550	1026	-
ENSMUSG00000029428	Stx2	protein_coding	syntaxin 2	13	chr5	128984557	129008574	24018	-
ENSMUSG00000029430	Ran	protein_coding	RAN, member RAS oncogene family	13	chr5	129020069	129024323	4255	+
ENSMUSG00000044017	Adgrd1	protein_coding	adhesion G protein-coupled receptor D1	16	chr5	129096750	129204599	107850	+
ENSMUSG00000104681	Gm43001	lncRNA	predicted gene 43001	1	chr5	129363562	129364721	1160	+
ENSMUSG00000029439	Sfswap	protein_coding	splicing factor SWAP	14	chr5	129501221	129571384	70164	+
ENSMUSG00000029436	Mmp17	protein_coding	matrix metallopeptidase 17	9	chr5	129584169	129611099	26931	+
ENSMUSG00000051034	Zfp11	protein_coding	zinc finger protein 11	7	chr5	129654593	129670099	15507	-
ENSMUSG00000034219	Sept14	protein_coding	septin 14	15	chr5	129683391	129708512	25122	-
ENSMUSG00000034211	Mrps17	protein_coding	mitochondrial ribosomal protein S17	14	chr5	129715497	129722556	7060	+
ENSMUSG00000029432	Nipsnap2	protein_coding	nipsnap homolog 2	12	chr5	129725063	129758327	33265	+
ENSMUSG00000086916	Gm15903	lncRNA	predicted gene 15903	2	chr5	129727046	129731689	4644	+
ENSMUSG00000029446	Psph	protein_coding	phosphoserine phosphatase	14	chr5	129765558	129787449	21892	-
ENSMUSG00000029447	Cct6a	protein_coding	chaperonin containing Tcp1, subunit 6a (zeta)	11	chr5	129786998	129846371	59374	+
ENSMUSG00000025538	Sumf2	protein_coding	sulfatase modifying factor 2	15	chr5	129846986	129864050	17065	+
ENSMUSG00000025537	Phkg1	protein_coding	phosphorylase kinase gamma 1	12	chr5	129863421	129898549	35129	-
ENSMUSG00000070493	Chchd2	protein_coding	coiled-coil-helix-coiled-coil-helix domain containing 2	3	chr5	129881156	129887470	6315	-
ENSMUSG00000034173	Zbed5	protein_coding	zinc finger, BED type containing 5	13	chr5	129895723	129903623	7901	+
ENSMUSG00000095789	Nupr1l	protein_coding	nuclear protein transcriptional regulator 1 like	6	chr5	129908540	129913789	5250	+
ENSMUSG00000066735	Vkorc1l1	protein_coding	vitamin K epoxide reductase complex, subunit 1-like 1	8	chr5	129941970	129986692	44723	+
ENSMUSG00000025534	Gusb	protein_coding	glucuronidase, beta	17	chr5	129989011	130003049	14039	-
ENSMUSG00000025533	Asl	protein_coding	argininosuccinate lyase	15	chr5	130011258	130029247	17990	-
ENSMUSG00000025532	Crcp	protein_coding	calcitonin gene-related peptide-receptor component protein	13	chr5	130029290	130060789	31500	+
ENSMUSG00000034118	Tpst1	protein_coding	protein-tyrosine sulfotransferase 1	15	chr5	130073326	130135729	62404	+
ENSMUSG00000034110	Kctd7	protein_coding	potassium channel tetramerisation domain containing 7	8	chr5	130144861	130155806	10946	+
ENSMUSG00000025340	Rabgef1	protein_coding	RAB guanine nucleotide exchange factor (GEF) 1	14	chr5	130171798	130214342	42545	+
ENSMUSG00000053094	Tmem248	protein_coding	transmembrane protein 248	15	chr5	130217081	130243765	26685	+
ENSMUSG00000107143	Gm6598	lncRNA	predicted gene 6598	1	chr5	130220451	130223065	2615	-
ENSMUSG00000025337	Sbds	protein_coding	SBDS ribosome maturation factor	10	chr5	130245731	130255530	9800	-
ENSMUSG00000056310	Tyw1	protein_coding	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	14	chr5	130255619	130341563	85945	+
ENSMUSG00000060371	Caln1	protein_coding	calneuron 1	12	chr5	130369455	130847412	477958	+
ENSMUSG00000052014	A330070K13Rik	protein_coding	RIKEN cDNA A330070K13 gene	6	chr5	130378778	130384631	5854	-
ENSMUSG00000034040	Galnt17	protein_coding	polypeptide N-acetylgalactosaminyltransferase 17	16	chr5	130872082	131308497	436416	-
ENSMUSG00000106710	Gm43166	lncRNA	predicted gene 43166	1	chr5	131130021	131134711	4691	-
ENSMUSG00000105387	Gm29681	lncRNA	predicted gene, 29681	1	chr5	131391600	131414718	23119	-
ENSMUSG00000029673	Auts2	protein_coding	autism susceptibility candidate 2	17	chr5	131437333	132543344	1106012	-
ENSMUSG00000104987	2810432F15Rik	lncRNA	RIKEN cDNA 2810432F15 gene	1	chr5	131615438	131625087	9650	+
ENSMUSG00000105773	4930563F08Rik	lncRNA	RIKEN cDNA 4930563F08 gene	1	chr5	131880269	131883768	3500	+
ENSMUSG00000106395	Gm42439	lncRNA	predicted gene 42439	1	chr5	131954992	131965007	10016	+
ENSMUSG00000100420	Gm28616	lncRNA	predicted gene 28616	1	chr5	132544435	132545593	1159	+
ENSMUSG00000105809	Gm42626	lncRNA	predicted gene 42626	1	chr5	132546056	132550633	4578	+
ENSMUSG00000105227	Gm36667	lncRNA	predicted gene, 36667	1	chr5	133534590	133598406	63817	-
ENSMUSG00000087344	Gm15627	lncRNA	predicted gene 15627	1	chr5	134098412	134099208	797	-
ENSMUSG00000015944	Castor2	protein_coding	cytosolic arginine sensor for mTORC1 subunit 2	9	chr5	134099711	134144343	44633	+
ENSMUSG00000061979	Rcc1l	protein_coding	reculator of chromosome condensation 1 like	8	chr5	134148054	134176774	28721	-
ENSMUSG00000015942	Gtf2ird2	protein_coding	GTF2I repeat domain containing 2	9	chr5	134184019	134224355	40337	+
ENSMUSG00000015950	Ncf1	protein_coding	neutrophil cytosolic factor 1	13	chr5	134220053	134229625	9573	-
ENSMUSG00000060261	Gtf2i	protein_coding	general transcription factor II I	15	chr5	134237834	134314760	76927	-
ENSMUSG00000107076	Gm43480	lncRNA	predicted gene 43480	1	chr5	134298798	134299213	416	-
ENSMUSG00000023079	Gtf2ird1	protein_coding	general transcription factor II I repeat domain-containing 1	14	chr5	134357656	134456716	99061	-
ENSMUSG00000106969	Gm42882	lncRNA	predicted gene 42882	1	chr5	134455990	134458030	2041	+
ENSMUSG00000063146	Clip2	protein_coding	CAP-GLY domain containing linker protein 2	11	chr5	134489383	134552434	63052	-
ENSMUSG00000107090	Gm42884	lncRNA	predicted gene 42884	1	chr5	134552057	134558495	6439	+
ENSMUSG00000085957	Syna	protein_coding	syncytin a	4	chr5	134558146	134560171	2026	-
ENSMUSG00000023104	Rfc2	protein_coding	replication factor C (activator 1) 2	9	chr5	134581366	134601805	20440	+
ENSMUSG00000040751	Lat2	protein_coding	linker for activation of T cells family, member 2	12	chr5	134600022	134615025	15004	-
ENSMUSG00000040731	Eif4h	protein_coding	eukaryotic translation initiation factor 4H	13	chr5	134619721	134639490	19770	-
ENSMUSG00000029674	Limk1	protein_coding	LIM-domain containing, protein kinase	13	chr5	134656039	134688598	32560	-
ENSMUSG00000072573	Gm10369	lncRNA	predicted gene 10369	2	chr5	134676490	134680145	3656	+
ENSMUSG00000029675	Eln	protein_coding	elastin	12	chr5	134702593	134747323	44731	-
ENSMUSG00000107318	Gm30003	lncRNA	predicted gene, 30003	1	chr5	134747042	134822967	75926	+
ENSMUSG00000040576	Tmem270	protein_coding	transmembrane protein 270	8	chr5	134901593	134906733	5141	-
ENSMUSG00000008843	Cldn13	protein_coding	claudin 13	4	chr5	134914249	134915526	1278	-
ENSMUSG00000107322	4933439J24Rik	lncRNA	RIKEN cDNA 4933439J24 gene	1	chr5	134919788	134920640	853	+
ENSMUSG00000040557	Mettl27	protein_coding	methyltransferase like 27	14	chr5	134932368	134942637	10270	+
ENSMUSG00000047501	Cldn4	protein_coding	claudin 4	3	chr5	134945119	134946934	1816	-
ENSMUSG00000070473	Cldn3	protein_coding	claudin 3	4	chr5	134986214	134987472	1259	+
ENSMUSG00000054909	Wbscr25	lncRNA	Williams Beuren syndrome chromosome region 25 (human)	11	chr5	134987433	135001350	13918	-
ENSMUSG00000040532	Abhd11	protein_coding	abhydrolase domain containing 11	14	chr5	135009152	135012175	3024	+
ENSMUSG00000007207	Stx1a	protein_coding	syntaxin 1A (brain)	10	chr5	135023482	135051100	27619	+
ENSMUSG00000005378	Bud23	protein_coding	BUD23, rRNA methyltransferase and ribosome maturation factor	17	chr5	135052957	135064959	12003	-
ENSMUSG00000061118	Dnajc30	protein_coding	DnaJ heat shock protein family (Hsp40) member C30	8	chr5	135064202	135065862	1661	+
ENSMUSG00000043614	Vps37d	protein_coding	vacuolar protein sorting 37D	13	chr5	135072900	135078266	5367	-
ENSMUSG00000005373	Mlxipl	protein_coding	MLX interacting protein-like	13	chr5	135089890	135138382	48493	+
ENSMUSG00000107296	Gm43500	lncRNA	predicted gene 43500	1	chr5	135122410	135123293	884	-
ENSMUSG00000005374	Tbl2	protein_coding	transducin (beta)-like 2	13	chr5	135149657	135165760	16104	+
ENSMUSG00000029681	Bcl7b	protein_coding	B cell CLL/lymphoma 7B	12	chr5	135168283	135181855	13573	+
ENSMUSG00000002748	Baz1b	protein_coding	bromodomain adjacent to zinc finger domain, 1B	7	chr5	135187264	135246129	58866	+
ENSMUSG00000049551	Fzd9	protein_coding	frizzled class receptor 9	2	chr5	135248938	135251230	2293	-
ENSMUSG00000040013	Fkbp6	protein_coding	FK506 binding protein 6	11	chr5	135291704	135350044	58341	-
ENSMUSG00000053388	Trim50	protein_coding	tripartite motif-containing 50	10	chr5	135353295	135368005	14711	+
ENSMUSG00000000916	Nsun5	protein_coding	NOL1/NOP2/Sun domain family, member 5	15	chr5	135369953	135376805	6853	+
ENSMUSG00000053293	Pom121	protein_coding	nuclear pore membrane protein 121	9	chr5	135376141	135394546	18406	-
ENSMUSG00000039959	Hip1	protein_coding	huntingtin interacting protein 1	13	chr5	135406531	135545120	138590	-
ENSMUSG00000070464	Ccl26	protein_coding	chemokine (C-C motif) ligand 26	1	chr5	135560448	135563569	3122	-
ENSMUSG00000004814	Ccl24	protein_coding	chemokine (C-C motif) ligand 24	10	chr5	135569937	135573049	3113	-
ENSMUSG00000039917	Rhbdd2	protein_coding	rhomboid domain containing 2	10	chr5	135632618	135646448	13831	+
ENSMUSG00000105239	Gm43091	lncRNA	predicted gene 43091	1	chr5	135653810	135672987	19178	-
ENSMUSG00000005514	Por	protein_coding	P450 (cytochrome) oxidoreductase	14	chr5	135670033	135735326	65294	+
ENSMUSG00000039886	Tmem120a	protein_coding	transmembrane protein 120A	8	chr5	135735485	135744448	8964	-
ENSMUSG00000019178	Styxl1	protein_coding	serine/threonine/tyrosine interacting-like 1	17	chr5	135747220	135778385	31166	-
ENSMUSG00000019179	Mdh2	protein_coding	malate dehydrogenase 2, NAD (mitochondrial)	10	chr5	135778480	135790398	11919	+
ENSMUSG00000039860	Srrm3	protein_coding	serine/arginine repetitive matrix 3	19	chr5	135806890	135874772	67883	+
ENSMUSG00000085026	Srrm3os	lncRNA	serine/arginine repetitive matrix 3, opposite strand	1	chr5	135843057	135844946	1890	-
ENSMUSG00000004951	Hspb1	protein_coding	heat shock protein 1	10	chr5	135887919	135889563	1645	+
ENSMUSG00000051391	Ywhag	protein_coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	9	chr5	135908409	135934616	26208	-
ENSMUSG00000029699	Ssc4d	protein_coding	scavenger receptor cysteine rich family, 4 domains	13	chr5	135960211	135974531	14321	-
ENSMUSG00000004948	Zp3	protein_coding	zona pellucida glycoprotein 3	12	chr5	135980099	135988624	8526	+
ENSMUSG00000004947	Dtx2	protein_coding	deltex 2, E3 ubiquitin ligase	15	chr5	135994800	136032872	38073	+
ENSMUSG00000042985	Upk3b	protein_coding	uroplakin 3B	7	chr5	136038496	136046487	7992	+
ENSMUSG00000006143	Upk3bl	protein_coding	uroplakin 3B-like	12	chr5	136054492	136064326	9835	+
ENSMUSG00000004952	Rasa4	protein_coding	RAS p21 protein activator 4	13	chr5	136083916	136111860	27945	+
ENSMUSG00000086656	Gm15701	lncRNA	predicted gene 15701	1	chr5	136102604	136104436	1833	-
ENSMUSG00000039771	Polr2j	protein_coding	polymerase (RNA) II (DNA directed) polypeptide J	13	chr5	136116631	136122947	6317	+
ENSMUSG00000105349	Gm43604	lncRNA	predicted gene 43604	1	chr5	136120966	136121670	705	-
ENSMUSG00000029703	Lrwd1	protein_coding	leucine-rich repeats and WD repeat domain containing 1	10	chr5	136122772	136136074	13303	-
ENSMUSG00000039754	Alkbh4	protein_coding	alkB homolog 4, lysine demethylase	10	chr5	136136146	136141615	5470	+
ENSMUSG00000039747	Orai2	protein_coding	ORAI calcium release-activated calcium modulator 2	11	chr5	136147459	136170713	23255	-
ENSMUSG00000039737	Prkrip1	protein_coding	Prkr interacting protein 1 (IL11 inducible)	11	chr5	136178127	136198963	20837	-
ENSMUSG00000005057	Sh2b2	protein_coding	SH2B adaptor protein 2	13	chr5	136218147	136246556	28410	-
ENSMUSG00000029705	Cux1	protein_coding	cut-like homeobox 1	17	chr5	136248135	136567490	319356	-
ENSMUSG00000086220	Gm16599	lncRNA	predicted gene, 16599	1	chr5	136274996	136417894	142899	+
ENSMUSG00000005474	Myl10	protein_coding	myosin, light chain 10, regulatory	9	chr5	136693146	136701094	7949	+
ENSMUSG00000004415	Col26a1	protein_coding	collagen, type XXVI, alpha 1	15	chr5	136741759	136883209	141451	-
ENSMUSG00000092402	Gm20485	lncRNA	predicted gene 20485	1	chr5	136863637	136869722	6086	-
ENSMUSG00000007987	Ift22	protein_coding	intraflagellar transport 22	12	chr5	136908150	136915404	7255	+
ENSMUSG00000097908	4933404O12Rik	lncRNA	RIKEN cDNA 4933404O12 gene	7	chr5	136919146	136937112	17967	+
ENSMUSG00000019054	Fis1	protein_coding	fission, mitochondrial 1	13	chr5	136953275	136966234	12960	+
ENSMUSG00000001739	Cldn15	protein_coding	claudin 15	14	chr5	136966616	136975858	9243	+
ENSMUSG00000059518	Znhit1	protein_coding	zinc finger, HIT domain containing 1	14	chr5	136982164	136988021	5858	-
ENSMUSG00000004846	Plod3	protein_coding	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	10	chr5	136987019	136996648	9630	+
ENSMUSG00000037428	Vgf	protein_coding	VGF nerve growth factor inducible	14	chr5	137026392	137033351	6960	+
ENSMUSG00000004849	Ap1s1	protein_coding	adaptor protein complex AP-1, sigma 1	14	chr5	137034993	137046135	11143	-
ENSMUSG00000037411	Serpine1	protein_coding	serine (or cysteine) peptidase inhibitor, clade E, member 1	10	chr5	137061504	137072268	10765	-
ENSMUSG00000043279	Trim56	protein_coding	tripartite motif-containing 56	9	chr5	137105644	137116209	10566	-
ENSMUSG00000037390	Muc3	protein_coding	mucin 3, intestinal	12	chr5	137134922	137149322	14401	-
ENSMUSG00000079174	Gm3054	lncRNA	predicted gene 3054	3	chr5	137154029	137166070	12042	-
ENSMUSG00000106466	Gm40348	lncRNA	predicted gene, 40348	1	chr5	137166450	137172662	6213	+
ENSMUSG00000118522	CAAA01077340.1	protein_coding		1	chr5	137166892	137177043	10152	-
ENSMUSG00000094840	Muc3a	protein_coding	mucin 3A, cell surface associated	5	chr5	137208813	137212389	3577	-
ENSMUSG00000105736	Gm42456	lncRNA	predicted gene 42456	1	chr5	137274093	137288662	14570	-
ENSMUSG00000023328	Ache	protein_coding	acetylcholinesterase	14	chr5	137287519	137294466	6948	+
ENSMUSG00000051502	Ufsp1	protein_coding	UFM1-specific peptidase 1	7	chr5	137294629	137295665	1037	+
ENSMUSG00000037364	Srrt	protein_coding	serrate RNA effector molecule homolog (Arabidopsis)	12	chr5	137295704	137307674	11971	-
ENSMUSG00000023348	Trip6	protein_coding	thyroid hormone receptor interactor 6	11	chr5	137309654	137314404	4751	-
ENSMUSG00000037344	Slc12a9	protein_coding	solute carrier family 12 (potassium/chloride transporters), member 9	14	chr5	137314558	137333597	19040	-
ENSMUSG00000029710	Ephb4	protein_coding	Eph receptor B4	15	chr5	137350109	137378669	28561	+
ENSMUSG00000079173	Zan	protein_coding	zonadhesin	11	chr5	137378637	137477064	98428	-
ENSMUSG00000029711	Epo	protein_coding	erythropoietin	13	chr5	137483020	137533242	50223	-
ENSMUSG00000029715	Pop7	protein_coding	processing of precursor 7, ribonuclease P family, (S. cerevisiae)	5	chr5	137501438	137502518	1081	-
ENSMUSG00000105851	9130604C24Rik	lncRNA	RIKEN cDNA 9130604C24 gene	1	chr5	137502673	137503628	956	+
ENSMUSG00000106237	Gm8066	lncRNA	predicted gene 8066	1	chr5	137510253	137517501	7249	+
ENSMUSG00000029714	Gigyf1	protein_coding	GRB10 interacting GYF protein 1	11	chr5	137518548	137527935	9388	+
ENSMUSG00000029713	Gnb2	protein_coding	guanine nucleotide binding protein (G protein), beta 2	15	chr5	137528127	137533510	5384	-
ENSMUSG00000090873	Gm17112	lncRNA	predicted gene 17112	1	chr5	137532423	137540718	8296	+
ENSMUSG00000029712	Actl6b	protein_coding	actin-like 6B	14	chr5	137553517	137569582	16066	+
ENSMUSG00000029716	Tfr2	protein_coding	transferrin receptor 2	13	chr5	137569840	137587481	17642	+
ENSMUSG00000037221	Mospd3	protein_coding	motile sperm domain containing 3	13	chr5	137596645	137601058	4414	-
ENSMUSG00000029718	Pcolce	protein_coding	procollagen C-endopeptidase enhancer protein	14	chr5	137605103	137613784	8682	-
ENSMUSG00000089984	Fbxo24	protein_coding	F-box protein 24	7	chr5	137612503	137629002	16500	-
ENSMUSG00000106617	Gm36266	lncRNA	predicted gene, 36266	1	chr5	137612852	137615247	2396	+
ENSMUSG00000093445	Lrch4	protein_coding	leucine-rich repeats and calponin homology (CH) domain containing 4	7	chr5	137629121	137641099	11979	+
ENSMUSG00000079165	Sap25	protein_coding	sin3 associated polypeptide	10	chr5	137641334	137642902	1569	+
ENSMUSG00000047182	Irs3	protein_coding	insulin receptor substrate 3	6	chr5	137643031	137645714	2684	-
ENSMUSG00000029722	Agfg2	protein_coding	ArfGAP with FG repeats 2	15	chr5	137650463	137684726	34264	-
